#Device,LCX200;;;;;;;;;
#Device Name,RS-LCX200-01051.local;;;;;;;;;
#Format,LOG;;;;;;;;;
#Date,2025-11-05;;;;;;;;;
#Version,02.047 00EBC18228;;;;;;;;;
#Serial No.,101051;;;;;;;;;
#Logging Interval[s],0.0;;;;;;;;;
#Mode,Unlimited;;;;;;;;;
#Start Time,15:51:45;;;;;;;;;
#Stop Time,15:54:11;;;;;;;;;
#Actual Count,0000000201;;;;;;;;;
Timestamp;Ls[H];Q;Z[Ohm];Θd[°];IBias[A];Bias Enable;Ext. Voltage Enable;Voltage[V];Frequency[Hz]
15:51:48.960;1,91E+01;#NAME?;3,94E+05;7,00E+03;0.00000E+00;FALSE;FALSE;2,00E+05;4,00E+05
15:51:49.759;3,91E-01;#NAME?;3,94E+05;1,80E+04;0.00000E+00;FALSE;FALSE;2,00E+05;5,04E+07
15:51:50.479;3,44E-01;#NAME?;3,94E+05;3,16E+04;0.00000E+00;FALSE;FALSE;2,00E+05;1,00E+08
15:51:51.193;3,68E-01;#NAME?;3,94E+05;5,06E+04;0.00000E+00;FALSE;FALSE;2,00E+05;1,50E+08
15:51:51.913;3,68E-01;1,18E+03;3,94E+05;6,75E+04;0.00000E+00;FALSE;FALSE;2,00E+05;2,00E+08
15:51:52.627;3,69E-01;1,47E+03;3,94E+05;8,43E+04;0.00000E+00;FALSE;FALSE;2,00E+05;2,50E+08
15:51:53.344;3,68E-01;1,76E+03;3,94E+05;1,01E+05;0.00000E+00;FALSE;FALSE;2,00E+05;3,00E+08
15:51:54.055;3,69E-01;2,06E+03;3,94E+05;1,18E+05;0.00000E+00;FALSE;FALSE;2,00E+05;3,50E+08
15:51:54.765;3,70E-01;2,36E+03;3,94E+05;1,35E+05;0.00000E+00;FALSE;FALSE;2,00E+05;4,00E+08
15:51:55.480;3,70E-01;2,66E+03;3,94E+05;1,52E+05;0.00000E+00;FALSE;FALSE;2,00E+05;4,50E+08
15:51:56.192;3,68E-01;2,94E+03;3,94E+05;1,68E+05;0.00000E+00;FALSE;FALSE;2,00E+05;5,00E+08
15:51:56.904;3,68E-01;3,23E+03;3,94E+05;1,85E+05;0.00000E+00;FALSE;FALSE;2,00E+05;5,50E+08
15:51:57.619;3,69E-01;3,53E+03;3,94E+05;2,02E+05;0.00000E+00;FALSE;FALSE;2,00E+05;6,00E+08
15:51:58.333;3,68E-01;3,82E+03;3,94E+05;2,19E+05;0.00000E+00;FALSE;FALSE;2,00E+05;6,50E+08
15:51:59.049;3,68E-01;4,11E+03;3,94E+05;2,36E+05;0.00000E+00;FALSE;FALSE;2,00E+05;7,00E+08
15:51:59.770;3,69E-01;4,41E+03;3,94E+05;2,53E+05;0.00000E+00;FALSE;FALSE;2,00E+05;7,50E+08
15:52:00.485;3,68E-01;4,70E+03;3,94E+05;2,69E+05;0.00000E+00;FALSE;FALSE;2,00E+05;8,00E+08
15:52:01.197;3,68E-01;5,00E+03;3,94E+05;2,86E+05;0.00000E+00;FALSE;FALSE;2,00E+05;8,50E+08
15:52:01.908;3,68E-01;5,28E+03;3,95E+05;3,02E+05;0.00000E+00;FALSE;FALSE;2,00E+05;9,00E+08
15:52:02.622;3,68E-01;5,57E+03;3,95E+05;3,19E+05;0.00000E+00;FALSE;FALSE;2,00E+05;9,50E+08
15:52:03.336;3,68E-01;5,87E+03;3,95E+05;3,36E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,00E+09
15:52:04.051;3,68E-01;6,16E+03;3,95E+05;3,52E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,05E+09
15:52:04.764;3,68E-01;6,45E+03;3,95E+05;3,69E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,10E+09
15:52:05.477;3,68E-01;6,75E+03;3,95E+05;3,86E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,15E+09
15:52:06.189;3,67E-01;7,04E+03;3,95E+05;4,03E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,20E+09
15:52:06.903;3,68E-01;7,33E+03;3,95E+05;4,19E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,25E+09
15:52:07.615;3,67E-01;7,62E+03;3,95E+05;4,36E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,30E+09
15:52:08.330;3,67E-01;7,91E+03;3,95E+05;4,52E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,35E+09
15:52:09.043;3,67E-01;8,20E+03;3,95E+05;4,69E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,40E+09
15:52:09.758;3,67E-01;8,50E+03;3,95E+05;4,86E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,45E+09
15:52:10.470;3,67E-01;8,79E+03;3,95E+05;5,02E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,50E+09
15:52:11.184;3,67E-01;9,07E+03;3,96E+05;5,19E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,55E+09
15:52:11.897;3,67E-01;9,36E+03;3,96E+05;5,35E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,60E+09
15:52:12.609;3,67E-01;9,65E+03;3,96E+05;5,51E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,65E+09
15:52:13.324;3,67E-01;9,94E+03;3,96E+05;5,68E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,70E+09
15:52:14.037;3,67E-01;1,02E+04;3,96E+05;5,84E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,75E+09
15:52:14.751;3,67E-01;1,05E+04;3,96E+05;6,01E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,80E+09
15:52:15.468;3,67E-01;1,08E+04;3,96E+05;6,17E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,85E+09
15:52:16.180;3,67E-01;1,11E+04;3,97E+05;6,34E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,90E+09
15:52:16.893;3,67E-01;1,14E+04;3,97E+05;6,50E+05;0.00000E+00;FALSE;FALSE;2,00E+05;1,95E+09
15:52:17.607;3,66E-01;1,17E+04;3,97E+05;6,67E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,00E+09
15:52:18.319;3,66E-01;1,20E+04;3,97E+05;6,83E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,05E+09
15:52:19.033;3,66E-01;1,23E+04;3,97E+05;6,99E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,10E+09
15:52:19.745;3,66E-01;1,26E+04;3,97E+05;7,16E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,15E+09
15:52:20.456;3,66E-01;1,29E+04;3,97E+05;7,32E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,20E+09
15:52:21.168;3,66E-01;1,31E+04;3,97E+05;7,49E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,25E+09
15:52:21.883;3,66E-01;1,34E+04;3,97E+05;7,65E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,30E+09
15:52:22.601;3,66E-01;1,37E+04;3,98E+05;7,81E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,35E+09
15:52:23.315;3,66E-01;1,40E+04;3,98E+05;7,98E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,40E+09
15:52:24.030;3,66E-01;1,43E+04;3,98E+05;8,14E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,45E+09
15:52:24.746;3,66E-01;1,46E+04;3,98E+05;8,30E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,50E+09
15:52:25.460;3,66E-01;1,49E+04;3,98E+05;8,46E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,55E+09
15:52:26.176;3,66E-01;1,52E+04;3,99E+05;8,62E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,60E+09
15:52:26.888;3,66E-01;1,55E+04;3,99E+05;8,78E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,65E+09
15:52:27.602;3,66E-01;1,57E+04;3,99E+05;8,95E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,70E+09
15:52:28.317;3,66E-01;1,60E+04;3,99E+05;9,11E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,75E+09
15:52:29.028;3,66E-01;1,63E+04;3,99E+05;9,27E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,80E+09
15:52:29.741;3,66E-01;1,66E+04;4,00E+05;9,43E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,85E+09
15:52:30.453;3,65E-01;1,69E+04;4,00E+05;9,59E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,90E+09
15:52:31.172;3,65E-01;1,72E+04;4,00E+05;9,75E+05;0.00000E+00;FALSE;FALSE;2,00E+05;2,95E+09
15:52:31.886;3,65E-01;1,75E+04;4,00E+05;9,91E+05;0.00000E+00;FALSE;FALSE;2,00E+05;3,00E+09
15:52:32.604;3,65E-01;1,78E+04;4,00E+05;1,01E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,05E+09
15:52:33.317;3,65E-01;1,80E+04;4,01E+05;1,02E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,10E+09
15:52:34.030;3,65E-01;1,83E+04;4,01E+05;1,04E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,15E+09
15:52:34.742;3,65E-01;1,86E+04;4,01E+05;1,05E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,20E+09
15:52:35.454;3,65E-01;1,89E+04;4,01E+05;1,07E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,25E+09
15:52:36.167;3,65E-01;1,92E+04;4,02E+05;1,09E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,30E+09
15:52:36.879;3,65E-01;1,95E+04;4,02E+05;1,10E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,35E+09
15:52:37.590;3,65E-01;1,98E+04;4,02E+05;1,12E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,40E+09
15:52:38.302;3,65E-01;2,01E+04;4,02E+05;1,13E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,45E+09
15:52:39.017;3,65E-01;2,04E+04;4,02E+05;1,15E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,50E+09
15:52:39.729;3,65E-01;2,06E+04;4,03E+05;1,17E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,55E+09
15:52:40.440;3,65E-01;2,09E+04;4,03E+05;1,18E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,60E+09
15:52:41.153;3,65E-01;2,12E+04;4,03E+05;1,20E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,65E+09
15:52:41.867;3,65E-01;2,15E+04;4,03E+05;1,21E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,70E+09
15:52:42.580;3,65E-01;2,18E+04;4,04E+05;1,23E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,75E+09
15:52:43.290;3,65E-01;2,21E+04;4,04E+05;1,25E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,80E+09
15:52:44.003;3,65E-01;2,24E+04;4,04E+05;1,26E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,85E+09
15:52:44.718;3,65E-01;2,27E+04;4,04E+05;1,28E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,90E+09
15:52:45.431;3,65E-01;2,29E+04;4,05E+05;1,29E+06;0.00000E+00;FALSE;FALSE;2,00E+05;3,95E+09
15:52:46.143;3,65E-01;2,32E+04;4,05E+05;1,31E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,00E+09
15:52:46.856;3,65E-01;2,35E+04;4,05E+05;1,32E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,05E+09
15:52:47.572;3,65E-01;2,38E+04;4,05E+05;1,34E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,10E+09
15:52:48.284;3,65E-01;2,41E+04;4,06E+05;1,36E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,15E+09
15:52:48.998;3,65E-01;2,44E+04;4,06E+05;1,37E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,20E+09
15:52:49.714;3,65E-01;2,47E+04;4,06E+05;1,39E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,25E+09
15:52:50.426;3,64E-01;2,50E+04;4,06E+05;1,40E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,30E+09
15:52:51.138;3,64E-01;2,53E+04;4,07E+05;1,42E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,35E+09
15:52:51.852;3,64E-01;2,56E+04;4,07E+05;1,43E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,40E+09
15:52:52.565;3,64E-01;2,58E+04;4,07E+05;1,45E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,45E+09
15:52:53.283;3,64E-01;2,61E+04;4,08E+05;1,46E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,50E+09
15:52:53.996;3,64E-01;2,64E+04;4,08E+05;1,48E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,55E+09
15:52:54.706;3,64E-01;2,67E+04;4,08E+05;1,49E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,60E+09
15:52:55.422;3,64E-01;2,70E+04;4,09E+05;1,51E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,65E+09
15:52:56.138;3,64E-01;2,73E+04;4,09E+05;1,53E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,70E+09
15:52:56.852;3,64E-01;2,76E+04;4,09E+05;1,54E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,75E+09
15:52:57.564;3,64E-01;2,79E+04;4,09E+05;1,56E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,80E+09
15:52:58.276;3,64E-01;2,81E+04;4,10E+05;1,57E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,85E+09
15:52:58.992;3,64E-01;2,84E+04;4,10E+05;1,59E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,90E+09
15:52:59.706;3,64E-01;2,87E+04;4,10E+05;1,60E+06;0.00000E+00;FALSE;FALSE;2,00E+05;4,95E+09
15:53:00.427;3,64E-01;2,90E+04;4,11E+05;1,62E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,00E+09
15:53:01.140;3,64E-01;2,93E+04;4,11E+05;1,63E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,05E+09
15:53:01.855;3,64E-01;2,96E+04;4,11E+05;1,65E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,10E+09
15:53:02.575;3,64E-01;2,99E+04;4,12E+05;1,66E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,15E+09
15:53:03.292;3,64E-01;3,02E+04;4,12E+05;1,68E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,20E+09
15:53:04.005;3,64E-01;3,05E+04;4,12E+05;1,69E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,25E+09
15:53:04.721;3,64E-01;3,07E+04;4,13E+05;1,71E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,30E+09
15:53:05.433;3,64E-01;3,10E+04;4,13E+05;1,72E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,35E+09
15:53:06.146;3,64E-01;3,13E+04;4,13E+05;1,74E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,40E+09
15:53:06.859;3,64E-01;3,16E+04;4,14E+05;1,75E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,45E+09
15:53:07.573;3,64E-01;3,19E+04;4,14E+05;1,77E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,50E+09
15:53:08.283;3,64E-01;3,22E+04;4,15E+05;1,78E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,55E+09
15:53:08.994;3,64E-01;3,25E+04;4,15E+05;1,80E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,60E+09
15:53:09.708;3,64E-01;3,27E+04;4,15E+05;1,81E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,65E+09
15:53:10.424;3,64E-01;3,30E+04;4,16E+05;1,83E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,70E+09
15:53:11.136;3,64E-01;3,33E+04;4,16E+05;1,84E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,75E+09
15:53:11.850;3,64E-01;3,36E+04;4,16E+05;1,86E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,80E+09
15:53:12.562;3,64E-01;3,39E+04;4,17E+05;1,87E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,85E+09
15:53:13.276;3,64E-01;3,42E+04;4,17E+05;1,89E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,90E+09
15:53:13.986;3,64E-01;3,45E+04;4,18E+05;1,90E+06;0.00000E+00;FALSE;FALSE;2,00E+05;5,95E+09
15:53:14.699;3,64E-01;3,47E+04;4,18E+05;1,92E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,00E+09
15:53:15.412;3,64E-01;3,50E+04;4,18E+05;1,93E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,05E+09
15:53:16.125;3,64E-01;3,53E+04;4,19E+05;1,95E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,10E+09
15:53:16.840;3,64E-01;3,56E+04;4,19E+05;1,96E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,15E+09
15:53:17.554;3,64E-01;3,59E+04;4,20E+05;1,97E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,20E+09
15:53:18.267;3,64E-01;3,62E+04;4,20E+05;1,99E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,25E+09
15:53:18.984;3,64E-01;3,65E+04;4,20E+05;2,00E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,30E+09
15:53:19.696;3,64E-01;3,67E+04;4,21E+05;2,02E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,35E+09
15:53:20.409;3,64E-01;3,70E+04;4,21E+05;2,03E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,40E+09
15:53:21.125;3,64E-01;3,73E+04;4,22E+05;2,05E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,45E+09
15:53:21.839;3,64E-01;3,76E+04;4,22E+05;2,06E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,50E+09
15:53:22.553;3,64E-01;3,79E+04;4,22E+05;2,08E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,55E+09
15:53:23.268;3,64E-01;3,82E+04;4,23E+05;2,09E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,60E+09
15:53:23.982;3,64E-01;3,85E+04;4,23E+05;2,10E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,65E+09
15:53:24.697;3,64E-01;3,88E+04;4,24E+05;2,12E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,70E+09
15:53:25.410;3,64E-01;3,90E+04;4,24E+05;2,13E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,75E+09
15:53:26.125;3,64E-01;3,93E+04;4,24E+05;2,15E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,80E+09
15:53:26.838;3,64E-01;3,96E+04;4,25E+05;2,16E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,85E+09
15:53:27.553;3,64E-01;3,99E+04;4,25E+05;2,18E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,90E+09
15:53:28.269;3,64E-01;4,02E+04;4,26E+05;2,19E+06;0.00000E+00;FALSE;FALSE;2,00E+05;6,95E+09
15:53:28.981;3,64E-01;4,05E+04;4,26E+05;2,20E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,00E+09
15:53:29.697;3,63E-01;4,08E+04;4,27E+05;2,22E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,05E+09
15:53:30.409;3,63E-01;4,10E+04;4,27E+05;2,23E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,10E+09
15:53:31.131;3,63E-01;4,13E+04;4,28E+05;2,25E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,15E+09
15:53:31.844;3,63E-01;4,16E+04;4,28E+05;2,26E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,20E+09
15:53:32.557;3,63E-01;4,19E+04;4,28E+05;2,27E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,25E+09
15:53:33.270;3,63E-01;4,22E+04;4,29E+05;2,29E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,30E+09
15:53:33.983;3,63E-01;4,25E+04;4,29E+05;2,30E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,35E+09
15:53:34.700;3,63E-01;4,28E+04;4,30E+05;2,32E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,40E+09
15:53:35.413;3,63E-01;4,31E+04;4,30E+05;2,33E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,45E+09
15:53:36.126;3,63E-01;4,33E+04;4,31E+05;2,34E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,50E+09
15:53:36.835;3,63E-01;4,36E+04;4,31E+05;2,36E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,55E+09
15:53:37.548;3,63E-01;4,39E+04;4,32E+05;2,37E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,60E+09
15:53:38.262;3,63E-01;4,42E+04;4,32E+05;2,38E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,65E+09
15:53:38.975;3,63E-01;4,45E+04;4,32E+05;2,40E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,70E+09
15:53:39.687;3,63E-01;4,48E+04;4,33E+05;2,41E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,75E+09
15:53:40.398;3,63E-01;4,51E+04;4,33E+05;2,43E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,80E+09
15:53:41.117;3,63E-01;4,53E+04;4,34E+05;2,44E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,85E+09
15:53:41.833;3,63E-01;4,56E+04;4,34E+05;2,45E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,90E+09
15:53:42.548;3,63E-01;4,59E+04;4,35E+05;2,47E+06;0.00000E+00;FALSE;FALSE;2,00E+05;7,95E+09
15:53:43.263;3,63E-01;4,62E+04;4,35E+05;2,48E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,00E+09
15:53:43.977;3,63E-01;4,65E+04;4,36E+05;2,49E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,05E+09
15:53:44.688;3,63E-01;4,68E+04;4,36E+05;2,51E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,10E+09
15:53:45.403;3,63E-01;4,71E+04;4,37E+05;2,52E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,15E+09
15:53:46.114;3,63E-01;4,74E+04;4,37E+05;2,53E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,20E+09
15:53:46.824;3,63E-01;4,76E+04;4,38E+05;2,55E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,25E+09
15:53:47.537;3,63E-01;4,79E+04;4,38E+05;2,56E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,30E+09
15:53:48.250;3,63E-01;4,82E+04;4,39E+05;2,57E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,35E+09
15:53:48.961;3,63E-01;4,85E+04;4,39E+05;2,59E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,40E+09
15:53:49.676;3,63E-01;4,88E+04;4,40E+05;2,60E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,45E+09
15:53:50.396;3,63E-01;4,91E+04;4,40E+05;2,61E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,50E+09
15:53:51.108;3,63E-01;4,94E+04;4,41E+05;2,63E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,55E+09
15:53:51.821;3,63E-01;4,96E+04;4,41E+05;2,64E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,60E+09
15:53:52.537;3,63E-01;4,99E+04;4,42E+05;2,65E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,65E+09
15:53:53.252;3,63E-01;5,02E+04;4,42E+05;2,67E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,70E+09
15:53:53.965;3,63E-01;5,05E+04;4,43E+05;2,68E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,75E+09
15:53:54.676;3,63E-01;5,08E+04;4,43E+05;2,69E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,80E+09
15:53:55.391;3,63E-01;5,11E+04;4,44E+05;2,71E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,85E+09
15:53:56.104;3,63E-01;5,14E+04;4,44E+05;2,72E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,90E+09
15:53:56.817;3,63E-01;5,16E+04;4,45E+05;2,73E+06;0.00000E+00;FALSE;FALSE;2,00E+05;8,95E+09
15:53:57.531;3,63E-01;5,19E+04;4,45E+05;2,74E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,00E+09
15:53:58.241;3,63E-01;5,22E+04;4,46E+05;2,76E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,05E+09
15:53:58.954;3,63E-01;5,25E+04;4,46E+05;2,77E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,10E+09
15:53:59.667;3,63E-01;5,28E+04;4,47E+05;2,78E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,15E+09
15:54:00.382;3,63E-01;5,31E+04;4,48E+05;2,80E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,20E+09
15:54:01.096;3,63E-01;5,34E+04;4,48E+05;2,81E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,25E+09
15:54:01.809;3,63E-01;5,36E+04;4,49E+05;2,82E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,30E+09
15:54:02.525;3,63E-01;5,39E+04;4,49E+05;2,83E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,35E+09
15:54:03.237;3,63E-01;5,42E+04;4,50E+05;2,85E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,40E+09
15:54:03.950;3,63E-01;5,45E+04;4,50E+05;2,86E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,45E+09
15:54:04.666;3,63E-01;5,48E+04;4,51E+05;2,87E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,50E+09
15:54:05.379;3,63E-01;5,51E+04;4,51E+05;2,88E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,55E+09
15:54:06.096;3,63E-01;5,53E+04;4,52E+05;2,90E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,60E+09
15:54:06.812;3,63E-01;5,56E+04;4,53E+05;2,91E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,65E+09
15:54:07.525;3,63E-01;5,59E+04;4,53E+05;2,92E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,70E+09
15:54:08.235;3,63E-01;5,62E+04;4,54E+05;2,93E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,75E+09
15:54:08.948;3,63E-01;5,65E+04;4,54E+05;2,95E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,80E+09
15:54:09.663;3,63E-01;5,68E+04;4,55E+05;2,96E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,85E+09
15:54:10.374;3,63E-01;5,71E+04;4,55E+05;2,97E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,90E+09
15:54:11.087;3,63E-01;5,73E+04;4,56E+05;2,98E+06;0.00000E+00;FALSE;FALSE;2,00E+05;9,95E+09
15:54:11.801;3,63E-01;5,76E+04;4,56E+05;3,00E+06;0.00000E+00;FALSE;FALSE;2,00E+05;1,00E+10
